09Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,TOI,ATOI,BLK,HIT,FOW,FOL
500,Mike Modano*\modanmi01,38,DAL,C,80,15,31,46,-13,46,3.1,11,4,0,4,17,14,0,197,1464,18:18,24,35,617,559
501,Fredrik Modin\modinfr01,34,CBJ,LW,50,9,16,25,2,28,2.2,7,2,0,0,11,5,0,113,844,16:53,26,23,49,73
502,Travis Moen\moentr01,26,TOT,LW,82,7,9,16,-18,91,-0.5,4,0,3,2,9,0,0,101,1229,14:59,42,171,4,14
502,Travis Moen\moentr01,26,ANA,LW,63,4,7,11,-17,77,-0.8,2,0,2,1,7,0,0,77,938,14:53,30,120,2,5
502,Travis Moen\moentr01,26,SJS,LW,19,3,2,5,-1,14,0.3,2,0,1,1,2,0,0,24,292,15:21,12,51,2,9
503,Tomas Mojzis\mojzito01,26,MIN,D,4,0,1,1,-1,2,0.1,0,0,0,0,0,1,0,2,29,7:15,0,4,0,0
504,Oscar Moller\molleos01,20,LAK,C,40,7,8,15,-3,16,1.5,2,5,0,0,4,4,0,81,535,13:22,11,46,37,49
505,Steve Montador\montast01,29,TOT,D,78,4,17,21,17,143,5,4,0,0,0,16,1,0,117,1260,16:10,60,95,0,1
505,Steve Montador\montast01,29,ANA,D,65,4,16,20,14,125,4.5,4,0,0,0,15,1,0,100,1054,16:12,51,84,0,0
505,Steve Montador\montast01,29,BOS,D,13,0,1,1,3,18,0.5,0,0,0,0,1,0,0,17,207,15:55,9,11,0,1
506,Dominic Moore\mooredo01,28,TOT,C,81,13,32,45,-2,92,3.3,8,4,1,1,27,5,0,165,1364,16:50,37,72,665,567
506,Dominic Moore\mooredo01,28,TOR,C,63,12,29,41,-1,69,3.3,7,4,1,1,25,4,0,132,1090,17:18,29,63,544,451
506,Dominic Moore\mooredo01,28,BUF,C,18,1,3,4,-1,23,0,1,0,0,0,2,1,0,33,274,15:12,8,9,121,116
507,Ethan Moreau\moreaet01,33,EDM,LW,77,14,12,26,0,133,1.9,13,0,1,2,12,0,0,159,1183,15:22,41,126,11,25
508,Derek Morris\morride01,30,TOT,D,75,5,15,20,-10,40,3.8,4,0,1,0,9,5,1,120,1567,20:53,128,83,0,0
508,Derek Morris\morride01,30,PHX,D,57,5,7,12,-13,24,2.1,4,0,1,0,4,2,1,89,1212,21:16,96,66,0,0
508,Derek Morris\morride01,30,NYR,D,18,0,8,8,3,16,1.7,0,0,0,0,5,3,0,31,354,19:41,32,17,0,0
509,Brendan Morrison\morribr01,33,TOT,C,81,16,15,31,3,32,2.9,13,3,0,4,11,4,0,111,1151,14:13,15,33,204,246
509,Brendan Morrison\morribr01,33,ANA,C,62,10,12,22,0,16,1.7,9,1,0,2,9,3,0,82,859,13:51,14,27,161,189
509,Brendan Morrison\morribr01,33,DAL,C,19,6,3,9,3,16,1.1,4,2,0,2,2,1,0,29,292,15:23,1,6,43,57
510,Shaone Morrisonn\morrish01,26,WSH,D,72,3,10,13,4,77,2.7,3,0,0,1,10,0,0,50,1295,17:59,98,111,0,0
511,Brenden Morrow\morrobr01,30,DAL,LW,18,5,10,15,-4,49,1.2,3,2,0,0,7,3,0,52,384,21:21,10,53,3,6
512,Dave Moss\mossda01,27,CGY,RW,81,20,19,39,-5,22,3.9,12,8,0,4,15,3,1,194,1101,13:36,24,95,23,23
513,Mike Mottau\mottami01,30,NJD,D,80,1,14,15,24,35,4.7,1,0,0,0,12,1,1,71,1423,17:47,81,41,0,0
514,Joe Motzko\motzkjo01,28,ATL,RW,6,1,0,1,1,0,0.1,1,0,0,0,0,0,0,8,70,11:39,1,1,1,2
515,Matt Moulson\moulsma01,25,LAK,LW,7,1,0,1,-4,2,-0.1,1,0,0,1,0,0,0,6,101,14:30,4,2,0,0
516,Peter Mueller\muellpe01,20,PHX,RW,72,13,23,36,-7,24,2.9,8,5,0,4,17,6,0,138,1158,16:05,24,35,41,51
517,Cory Murphy\murphco01,30,TOT,D,32,5,11,16,-4,14,2.3,1,4,0,0,5,6,0,55,575,17:57,29,13,0,0
517,Cory Murphy\murphco01,30,TBL,D,25,5,10,15,-3,12,2.2,1,4,0,0,5,5,0,47,503,20:08,27,12,0,0
517,Cory Murphy\murphco01,30,FLA,D,7,0,1,1,-1,2,0.1,0,0,0,0,0,1,0,8,71,10:10,2,1,0,0
518,Andrew Murray\murraan01,27,CBJ,C,67,8,3,11,-6,10,0.4,7,1,0,3,2,0,1,89,755,11:16,36,147,39,46
519,Douglas Murray\murrado01,28,SJS,D,75,0,7,7,6,38,2.9,0,0,0,0,7,0,0,56,1249,16:39,78,175,0,0
520,Garth Murray\murraga01,26,PHX,C,10,0,0,0,-2,12,-0.2,0,0,0,0,0,0,0,12,93,9:20,12,13,36,44
521,Rick Nash\nashri01,24,CBJ,LW,78,40,39,79,11,52,10.1,29,6,5,5,25,13,1,263,1650,21:10,29,71,5,13
522,Markus Naslund\nasluma02,35,NYR,LW,82,24,22,46,-10,57,4.9,16,8,0,0,16,6,0,215,1409,17:11,28,55,1,1
523,James Neal\nealja01,21,DAL,LW,77,24,13,37,-11,51,3.7,15,9,0,2,12,1,0,171,1222,15:52,27,194,11,20
524,John Negrin\negrijo01,19,CGY,D,3,0,1,1,-2,2,0,0,0,0,0,1,0,0,3,30,9:59,3,0,0,0
525,Chris Neil\neilch01,29,OTT,RW,60,3,7,10,-13,146,-0.2,3,0,0,0,7,0,0,59,658,10:58,15,163,1,5
526,Kris Newbury\newbukr01,26,TOR,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,4:55,0,2,1,2
527,Scott Nichol\nichosc01,34,NSH,C,43,4,6,10,0,41,0.7,4,0,0,0,3,0,3,42,476,11:04,15,79,196,163
528,Rob Niedermayer\niedero01,34,ANA,C,79,14,7,21,-17,42,0.7,12,1,1,2,7,0,0,88,1230,15:34,42,64,26,42
529,Scott Niedermayer*\niedesc01,35,ANA,D,82,14,45,59,-8,70,8.7,5,9,0,2,18,23,4,178,2207,26:55:00,77,68,0,1
530,Frans Nielsen\nielsfr01,24,NYI,C,59,9,24,33,-4,18,2.6,5,3,1,2,10,13,1,101,976,16:32,39,29,358,400
531,Alexander Nikulin\nikulal01,23,PHX,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,6,5:35,0,0,0,3
532,Robert Nilsson\nilssro01,24,EDM,LW,64,9,20,29,1,26,2.1,5,4,0,1,13,7,0,77,972,15:11,14,37,4,6
533,Janne Niskala\niskaja01,27,TBL,D,6,1,2,3,0,6,0.5,0,1,0,0,2,0,0,10,82,13:42,1,5,0,0
534,Matt Niskanen\niskama01,22,DAL,D,80,6,29,35,-11,52,4.8,4,2,0,0,21,8,0,111,1598,19:58,64,87,0,0
535,Andreas Nodl\nodlan01,21,PHI,RW,38,1,3,4,-15,2,-0.9,1,0,0,0,3,0,0,33,424,11:09,14,40,0,0
536,Petteri Nokelainen\nokelpe01,23,TOT,C,50,4,5,9,2,16,0.4,3,0,1,0,5,0,0,56,563,11:15,23,46,156,136
536,Petteri Nokelainen\nokelpe01,23,BOS,C,33,0,3,3,-1,10,-0.3,0,0,0,0,3,0,0,30,319,9:40,10,30,54,33
536,Petteri Nokelainen\nokelpe01,23,ANA,C,17,4,2,6,3,6,0.7,3,0,1,0,2,0,0,26,244,14:20,13,16,102,103
537,Owen Nolan\nolanow01,36,MIN,RW,59,25,20,45,5,26,6.2,13,12,0,5,15,5,0,148,967,16:24,12,37,75,86
538,Jiri Novotny\novotji01,25,CBJ,C,42,4,3,7,4,14,0.3,3,0,1,0,3,0,0,56,560,13:21,15,74,155,138
539,Teppo Numminen\nummite01,40,BUF,D,57,2,15,17,-4,22,2.7,1,1,0,1,10,5,0,34,998,17:30,45,12,0,0
540,Lawrence Nycholat\nychola01,29,TOT,D,19,0,1,1,1,6,0.4,0,0,0,0,1,0,0,9,188,9:55,8,11,0,0
540,Lawrence Nycholat\nychola01,29,VAN,D,14,0,1,1,3,6,0.5,0,0,0,0,1,0,0,8,136,9:41,8,10,0,0
540,Lawrence Nycholat\nychola01,29,COL,D,5,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,53,10:33,0,1,0,0
541,Michael Nylander\nylanmi01,36,WSH,C,72,9,24,33,0,32,2.5,5,4,0,2,18,6,0,87,1011,14:02,16,9,290,342
542,Eric Nystrom\nystrer01,25,CGY,LW,76,5,5,10,-7,89,0,4,0,1,3,3,0,2,83,704,9:16,35,76,11,18
543,Shane O'Brien\obriesh01,25,TOT,D,77,0,10,10,5,196,2.4,0,0,0,0,10,0,0,39,1149,14:55,51,79,0,0
543,Shane O'Brien\obriesh01,25,VAN,D,76,0,10,10,6,196,2.5,0,0,0,0,10,0,0,39,1135,14:56,50,78,0,0
543,Shane O'Brien\obriesh01,25,TBL,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,14,14:04,1,1,0,0
544,Ryan O'Byrne\obyrnry01,24,MTL,D,37,0,5,5,-7,58,0.5,0,0,0,0,5,0,0,14,559,15:06,41,77,0,0
545,Sean O'Donnell\odonnse01,37,LAK,D,82,0,12,12,2,71,4.2,0,0,0,0,12,0,0,32,1680,20:29,85,77,0,1
546,Wes O'Neill\oneilwe01,22,COL,D,3,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,1,33,10:52,3,5,0,0
547,Cal O'Reilly\oreilca01,22,NSH,C,11,3,2,5,2,2,0.7,3,0,0,0,2,0,0,6,139,12:36,2,0,35,53
548,Patrick O'Sullivan\osullpa01,23,TOT,LW,81,16,27,43,-6,28,3.7,13,2,1,1,20,7,0,259,1551,19:09,36,66,41,58
548,Patrick O'Sullivan\osullpa01,23,LAK,LW,62,14,23,37,1,16,3.8,11,2,1,1,17,6,0,200,1205,19:26,29,60,18,21
548,Patrick O'Sullivan\osullpa01,23,EDM,LW,19,2,4,6,-7,12,-0.1,2,0,0,0,3,1,0,59,346,18:14,7,6,23,37
549,Johnny Oduya\oduyajo01,27,NJD,D,82,7,22,29,21,30,6.7,5,1,1,4,18,4,0,108,1712,20:52,127,50,0,0
550,Mattias Ohlund\ohlunma01,32,VAN,D,82,6,19,25,14,105,5.8,3,3,0,1,13,5,1,131,1769,21:34,150,108,0,0
551,Kyle Okposo\okposky01,20,NYI,RW,65,18,21,39,-6,36,3.8,9,9,0,3,16,4,1,165,1171,18:01,30,64,5,10
552,Rostislav Olesz\oleszro01,23,FLA,LW,37,4,5,9,-5,8,0.3,4,0,0,0,4,1,0,69,488,13:12,11,38,1,4
553,Peter Olvecky\olvecpe01,23,MIN,LW,31,2,5,7,1,12,0.6,2,0,0,1,3,2,0,19,277,8:55,15,14,63,95
554,Ben Ondrus\ondrube01,26,TOR,RW,11,0,0,0,-4,34,-0.4,0,0,0,0,0,0,0,2,104,9:27,4,15,12,15
555,Phil Oreskovic\oreskph01,22,TOR,D,10,1,1,2,-2,21,0.2,1,0,0,0,1,0,0,12,162,16:14,8,22,0,0
556,Brooks Orpik\orpikbr01,28,PIT,D,79,2,17,19,10,73,3.9,1,1,0,0,16,1,0,39,1606,20:20,152,309,0,0
557,Colton Orr\orrco01,26,NYR,RW,82,1,4,5,-15,193,-0.7,1,0,0,0,4,0,0,40,532,6:29,14,133,4,12
558,Jed Ortmeyer\ortmeje01,30,NSH,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,11:01,0,3,0,0
559,Oskar Osala\osalaos01,21,WSH,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,17,8:44,0,0,0,0
560,T.J. Oshie\oshietj01,22,STL,C,57,14,25,39,16,30,4.8,7,6,1,1,15,7,3,101,945,16:35,21,66,47,62
561,Steve Ott\ottst01,26,DAL,C,64,19,27,46,3,135,4.8,14,5,0,0,20,7,0,132,1125,17:35,23,220,80,92
562,Michel Ouellet\ouellmi01,26,VAN,RW,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,29,9:39,2,3,0,1
563,Alex Ovechkin\ovechal01,23,WSH,LW,79,56,54,110,8,72,14.5,36,19,1,10,27,27,0,528,1817,23:00,32,243,8,24
564,Nathan Oystrick\oystrna01,26,ATL,D,53,4,8,12,-2,50,1.9,4,0,0,0,6,2,0,43,834,15:45,54,91,0,0
565,Max Pacioretty\pacioma01,20,MTL,LW,34,3,8,11,-3,27,0.6,2,1,0,0,6,2,0,57,429,12:37,19,44,1,1
566,Cam Paddock\paddoca01,25,STL,C,16,2,1,3,-4,0,0.1,2,0,0,0,1,0,0,17,171,10:41,4,7,40,47
567,Nathan Paetsch\paetsna01,25,BUF,D,23,2,4,6,3,25,1.4,2,0,0,0,3,1,0,21,280,12:11,13,11,0,0
568,Samuel Pahlsson\pahlssa01,31,TOT,C,65,7,11,18,-17,34,-0.3,6,1,0,2,9,2,0,88,1189,18:17,21,121,662,574
568,Samuel Pahlsson\pahlssa01,31,ANA,C,52,5,10,15,-16,32,-0.3,4,1,0,1,8,2,0,74,962,18:31,15,91,569,494
568,Samuel Pahlsson\pahlssa01,31,CHI,C,13,2,1,3,-1,2,0,2,0,0,1,1,0,0,14,226,17:25,6,30,93,80
569,Daniel Paille\paillda01,24,BUF,LW,73,12,15,27,0,20,2.6,12,0,0,2,13,0,2,80,869,11:54,27,84,3,14
570,Jay Pandolfo\pandoja01,34,NJD,LW,61,5,5,10,-12,10,-0.6,4,0,1,1,5,0,0,63,905,14:50,30,41,4,14
571,Adam Pardy\pardyad01,24,CGY,D,60,1,9,10,3,69,2.1,1,0,0,0,9,0,0,38,900,15:00,44,76,0,0
572,Ryan Parent\parenry01,21,PHI,D,31,0,4,4,3,10,1,0,0,0,0,4,0,0,9,564,18:12,39,33,0,0
573,Zach Parise\parisza01,24,NJD,LW,82,45,49,94,30,24,12.8,31,14,0,8,30,16,3,364,1538,18:45,17,65,54,66
574,Richard Park\parkri01,32,NYI,RW,71,14,17,31,-13,34,2.2,8,4,2,1,12,3,2,138,1219,17:10,49,31,396,413
575,Mark Parrish\parrima01,31,DAL,RW,44,8,5,13,-3,18,1.2,4,4,0,3,4,1,0,46,496,11:16,21,30,1,4
576,George Parros\parroge01,29,ANA,RW,74,5,5,10,8,135,1,5,0,0,0,5,0,0,47,463,6:16,14,89,0,3
577,Joe Pavelski\paveljo01,24,SJS,C,80,25,34,59,5,46,6.4,14,8,3,3,18,15,1,266,1517,18:58,74,82,718,556
578,Michael Peca\pecami01,34,CBJ,C,71,4,18,22,-6,58,0.7,4,0,0,2,16,1,1,74,1001,14:06,56,54,417,422
579,Theo Peckham\peckhth01,21,EDM,D,15,0,0,0,-1,59,0,0,0,0,0,0,0,0,8,174,11:38,21,22,0,0
580,Matt Pelech\pelecma01,21,CGY,D,5,0,3,3,1,9,0.4,0,0,0,0,3,0,0,4,66,13:16,3,5,0,0
581,Pascal Pelletier\pellepa01,25,CHI,LW,7,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,7,64,9:08,1,2,13,20
582,Derek Peltier\peltide01,23,COL,D,11,0,0,0,-4,2,-0.1,0,0,0,0,0,0,0,7,146,13:15,13,2,0,0
583,Ville Peltonen\peltovi01,35,FLA,LW,79,12,19,31,6,31,2.5,12,0,0,1,18,1,0,121,1205,15:15,30,60,18,46
584,Dustin Penner\pennedu01,26,EDM,LW,78,17,20,37,7,61,3.6,12,5,0,5,14,6,0,137,1200,15:23,33,77,54,60
585,Joel Perrault\perrajo01,25,PHX,C,7,2,1,3,2,4,0.5,2,0,0,0,0,1,0,15,90,12:52,2,5,34,42
586,Eric Perrin\perrier01,33,ATL,C,78,7,16,23,-2,36,0.8,5,1,1,0,12,1,3,109,1106,14:11,28,47,111,102
587,David Perron\perroda01,20,STL,LW,81,15,35,50,13,50,5.6,11,4,0,3,24,11,0,161,1177,14:32,18,78,1,5
588,Corey Perry\perryco01,23,ANA,RW,78,32,40,72,10,109,8.5,22,10,0,8,26,14,0,283,1451,18:36,13,109,9,22
589,Janne Pesonen\pesonja01,26,PIT,LW,7,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,52,7:27,1,3,0,3
590,Andrew Peters\peteran01,28,BUF,LW,28,0,1,1,-2,81,-0.2,0,0,0,0,1,0,0,10,113,4:01,2,10,0,1
591,Warren Peters\peterwa01,26,CGY,C,16,1,0,1,-2,12,-0.1,1,0,0,0,0,0,0,13,113,7:05,4,27,40,29
592,Toby Petersen\peterto01,30,DAL,C,57,4,7,11,1,14,0.4,4,0,0,0,7,0,0,80,651,11:25,34,52,128,155
593,Richard Petiot\petiori01,26,TBL,D,11,0,3,3,5,21,0.9,0,0,0,0,3,0,0,10,227,20:37,14,30,0,0
594,Jakub Petruzalek\petruja01,23,CAR,C,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0,16,8:05,0,1,4,3
595,Matt Pettinger\pettima01,28,TBL,LW,59,8,7,15,-14,24,0.5,6,2,0,1,7,0,0,82,727,12:19,31,93,3,15
596,Rich Peverley\peverri01,26,TOT,C,66,15,29,44,13,33,4.8,12,2,1,5,23,5,1,117,1062,16:05,24,25,354,330
596,Rich Peverley\peverri01,26,ATL,C,39,13,22,35,16,18,4.2,10,2,1,5,18,3,1,75,734,18:49,15,16,290,264
596,Rich Peverley\peverri01,26,NSH,C,27,2,7,9,-3,15,0.5,2,0,0,0,5,2,0,42,328,12:08,9,9,64,66
597,Dion Phaneuf\phanedi01,23,CGY,D,80,11,36,47,-11,100,6.9,7,4,0,4,19,17,0,277,2122,26:32:00,85,157,0,0
598,Chris Phillips\phillch02,30,OTT,D,82,6,16,22,-14,66,4.2,5,0,1,0,11,3,2,88,1793,21:52,114,113,0,0
599,Alexandre Picard\picaral01,23,OTT,D,47,6,8,14,-2,8,3.1,0,6,0,1,4,4,0,72,887,18:52,52,49,0,0
600,Alexandre Picard\picaral02,23,CBJ,LW,15,0,1,1,-1,26,-0.1,0,0,0,0,1,0,0,10,103,6:53,3,28,0,0
601,Alex Pietrangelo\pietral01,19,STL,D,8,0,1,1,0,2,0.3,0,0,0,0,0,1,0,7,132,16:31,2,3,0,0
602,Antti Pihlstrom\pihlsan01,24,NSH,LW,53,2,5,7,-1,10,-0.1,1,1,0,0,5,0,0,88,607,11:27,16,100,0,1
603,Fernando Pisani\pisanfe01,32,EDM,RW,38,7,8,15,-1,14,1.1,7,0,0,0,7,0,1,72,582,15:19,12,48,50,73
604,Joni Pitkanen\pitkajo01,25,CAR,D,71,7,26,33,11,58,7.1,5,2,0,3,14,12,0,147,1761,24:48:00,125,62,0,0
605,Tomas Plekanec\plekato01,26,MTL,C,80,20,19,39,-9,54,3.5,11,6,3,2,13,6,0,202,1380,17:15,38,53,684,667
606,Tomas Plihal\plihato01,25,SJS,LW,64,5,8,13,-4,22,0.7,4,0,1,1,8,0,0,79,649,10:08,14,63,131,117
607,Thomas Pock\pockth01,27,NYI,D,59,1,2,3,-17,35,-0.1,1,0,0,0,1,0,1,51,750,12:42,59,53,0,0
608,Roman Polak\polakro01,22,STL,D,69,1,14,15,-15,45,2.5,1,0,0,1,7,5,2,73,1486,21:32,109,110,0,1
609,Jason Pominville\pominja01,26,BUF,RW,82,20,46,66,-4,18,6.1,13,6,1,2,28,18,0,239,1620,19:46,50,44,25,42
610,Alexei Ponikarovsky\ponikal01,28,TOR,LW,82,23,38,61,6,38,6.4,18,5,0,3,30,8,0,185,1294,15:47,53,104,6,5
611,Chris Porter\portech01,24,STL,C,6,1,1,2,-1,0,0.2,1,0,0,0,1,0,0,7,63,10:32,3,3,1,2
612,Kevin Porter\porteke01,22,PHX,C,34,5,5,10,-2,4,0.7,4,1,0,2,4,1,0,39,463,13:38,13,37,28,67
613,Brian Pothier\pothibr01,31,WSH,D,9,1,2,3,0,4,0.5,1,0,0,1,1,1,0,8,149,16:35,9,9,0,0
614,Tom Poti\potito01,31,WSH,D,52,3,10,13,3,28,2.5,3,0,0,1,7,2,1,48,1100,21:09,97,31,0,0
615,Corey Potter\potteco01,25,NYR,D,5,1,1,2,-1,0,0.3,1,0,0,0,1,0,0,4,66,13:15,8,4,0,0
616,Ryan Potulny\potulry01,24,EDM,C,8,0,3,3,2,0,0.2,0,0,0,0,3,0,0,9,84,10:29,1,5,1,9
617,Benoit Pouliot\poulibe01,22,MIN,LW,37,5,6,11,1,18,1.1,3,2,0,1,4,2,0,34,438,11:51,2,21,93,124
618,Marc Pouliot\poulima01,23,EDM,C,63,8,12,20,1,23,1.6,8,0,0,2,10,2,0,94,725,11:30,19,42,102,109
619,Darroll Powe\poweda01,23,PHI,C,60,6,5,11,-8,35,0.3,6,0,0,0,5,0,0,72,632,10:32,31,124,128,135
620,Tom Preissing\preisto01,30,LAK,D,22,3,4,7,-7,6,1.1,1,2,0,0,1,3,0,40,368,16:45,21,15,0,0
621,Wayne Primeau\primewa01,32,CGY,C,24,0,4,4,-3,14,-0.2,0,0,0,0,4,0,0,22,249,10:23,13,15,115,102
622,Chris Pronger*\prongch01,34,ANA,D,82,11,37,48,0,88,7.9,7,4,0,2,12,24,1,196,2209,26:56:00,122,78,2,5
623,Vinny Prospal\prospva01,33,TBL,LW,82,19,26,45,-20,52,3.2,12,7,0,2,18,8,0,194,1450,17:41,28,126,107,95
624,Petr Prucha\pruchpe01,26,TOT,LW,47,6,13,19,-1,22,1.5,5,1,0,1,9,4,0,67,690,14:41,24,76,1,7
624,Petr Prucha\pruchpe01,26,NYR,LW,28,4,5,9,-2,16,0.8,4,0,0,0,5,0,0,44,340,12:09,13,46,0,0
624,Petr Prucha\pruchpe01,26,PHX,LW,19,2,8,10,1,6,0.7,1,1,0,1,4,4,0,23,350,18:26,11,30,1,7
625,Brandon Prust\prustbr01,24,TOT,RW,36,1,2,3,-8,108,-0.4,1,0,0,1,2,0,0,23,269,7:28,9,24,17,14
625,Brandon Prust\prustbr01,24,CGY,RW,25,1,1,2,-4,79,-0.1,1,0,0,1,1,0,0,15,159,6:21,4,11,8,7
625,Brandon Prust\prustbr01,24,PHX,RW,11,0,1,1,-4,29,-0.2,0,0,0,0,1,0,0,8,110,9:59,5,13,9,7
626,Teddy Purcell\purcete01,23,LAK,RW,40,4,12,16,-4,4,1.2,2,2,0,1,4,8,0,68,541,13:31,5,13,5,24
627,Taylor Pyatt\pyattta01,27,VAN,LW,69,10,9,19,0,43,1.1,10,0,0,1,8,1,0,99,1015,14:43,35,86,16,16
628,Kevin Quick\quickke01,20,TBL,D,6,0,1,1,0,0,0.2,0,0,0,0,0,1,0,7,80,13:23,3,1,0,0
629,Kyle Quincey\quincky01,23,LAK,D,72,4,34,38,-5,63,6.6,2,2,0,2,8,25,1,150,1511,20:59,75,116,0,0
630,Nate Raduns\radunna01,24,PHI,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6:02,2,1,0,1
631,Brian Rafalski\rafalbr01,35,DET,D,78,10,49,59,17,20,9.4,5,5,0,1,26,23,0,141,1808,23:10,64,31,0,0
632,Paul Ranger\rangepa01,24,TBL,D,42,2,11,13,-5,56,1.9,2,0,0,0,6,5,0,69,1029,24:30:00,72,63,0,0
633,Mason Raymond\raymoma01,23,VAN,LW,72,11,12,23,2,24,1.8,7,4,0,0,6,6,0,145,987,13:43,18,42,17,33
634,Marty Reasoner\reasoma01,31,ATL,C,79,14,16,30,11,36,2.6,13,0,1,2,11,0,5,131,1209,15:19,60,41,603,538
635,Mark Recchi*\recchma01,40,TOT,RW,80,23,38,61,-18,22,5.5,17,6,0,3,17,21,0,129,1342,16:46,27,104,24,32
635,Mark Recchi*\recchma01,40,TBL,RW,62,13,32,45,-15,20,3.5,11,2,0,1,14,18,0,97,1047,16:53,24,78,22,32
635,Mark Recchi*\recchma01,40,BOS,RW,18,10,6,16,-3,2,2,6,4,0,2,3,3,0,32,295,16:22,3,26,2,0
636,Joel Rechlicz\rechljo01,21,NYI,RW,17,0,1,1,-1,68,-0.1,0,0,0,0,1,0,0,7,83,4:52,3,25,0,0
637,Wade Redden\reddewa01,31,NYR,D,81,3,23,26,-5,51,5.6,1,2,0,0,16,6,1,161,1809,22:20,98,99,0,0
638,Liam Reddox\reddoli01,23,EDM,LW,46,5,7,12,-6,10,0.6,4,1,0,0,7,0,0,39,482,10:28,21,61,11,14
639,Robyn Regehr\regehro01,28,CGY,D,75,0,8,8,10,73,2.9,0,0,0,0,8,0,0,79,1586,21:09,89,122,0,0
640,Steve Regier\regiest01,24,STL,LW,8,3,1,4,-1,4,0.6,1,2,0,0,1,0,0,11,88,10:59,5,8,3,4
641,Peter Regin\reginpe01,22,OTT,C,11,1,1,2,0,2,0.1,1,0,0,1,1,0,0,7,116,10:32,3,9,41,36
642,Steve Reinprecht\reinpst01,32,PHX,C,73,14,27,41,0,20,3.8,11,3,0,3,23,4,0,95,1161,15:54,54,24,406,471
643,Erik Reitz\reitzer01,26,TOT,D,42,1,1,2,-6,65,0.6,1,0,0,0,1,0,0,22,419,9:58,43,81,0,0
643,Erik Reitz\reitzer01,26,MIN,D,31,1,1,2,-2,41,0.7,1,0,0,0,1,0,0,15,306,9:52,34,58,0,0
643,Erik Reitz\reitzer01,26,NYR,D,11,0,0,0,-4,24,-0.1,0,0,0,0,0,0,0,7,113,10:16,9,23,0,0
644,Michal Repik\repikmi01,20,FLA,RW,5,2,0,2,1,2,0.4,2,0,0,0,0,0,0,7,38,7:32,2,8,1,0
645,Mike Ribeiro\ribeimi01,28,DAL,C,82,22,56,78,-4,52,7.1,15,7,0,1,40,16,0,163,1718,20:57,28,117,563,677
646,Brad Richards\richabr01,28,DAL,C,56,16,32,48,-4,6,4.4,11,5,0,2,16,14,2,180,1147,20:29,22,11,461,450
647,Mike Richards\richami02,23,PHI,C,79,30,50,80,22,63,9.4,15,8,7,4,23,25,2,238,1717,21:44,90,147,813,847
648,Brad Richardson\richabr02,23,LAK,RW,31,0,5,5,-6,11,-0.2,0,0,0,0,5,0,0,37,335,10:48,4,26,52,43
649,Luke Richardson\richalu01,39,OTT,D,2,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,0,26,12:45,0,2,0,0
650,Patrick Rissmiller\rissmpa01,30,NYR,LW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,18,9:13,0,5,0,0
651,Craig Rivet\rivetcr01,34,BUF,D,64,2,22,24,4,125,4.3,1,1,0,0,11,10,1,80,1295,20:14,73,57,0,0
652,Gary Roberts\roberga01,42,TBL,LW,30,4,3,7,-11,27,0.1,2,2,0,1,1,2,0,32,349,11:39,3,38,1,1
653,Stephane Robidas\robidst01,31,DAL,D,72,3,23,26,10,76,5.4,2,1,0,0,14,8,1,158,1767,24:32:00,109,221,1,0
654,Bryan Rodney\rodnebr01,24,CAR,D,8,0,2,2,-3,2,0.1,0,0,0,0,0,2,0,3,101,12:38,6,2,0,0
655,Jeremy Roenick\roenije01,39,SJS,C,42,4,9,13,-1,24,0.9,3,1,0,0,7,2,0,50,489,11:39,14,54,109,123
656,Brian Rolston\rolstbr01,35,NJD,LW,64,15,17,32,2,30,3.2,7,8,0,3,9,8,0,174,967,15:06,9,42,83,97
657,Aaron Rome\romeaa01,25,CBJ,D,8,0,1,1,1,0,0.3,0,0,0,0,1,0,0,7,124,15:28,8,12,0,0
658,Jared Ross\rossja01,26,PHI,C,10,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,12,77,7:44,3,3,27,21
659,Andre Roy\royan01,33,CGY,LW,44,3,0,3,-1,83,0.1,3,0,0,1,0,0,0,26,242,5:29,0,41,1,0
660,Derek Roy\royde01,25,BUF,C,82,28,42,70,-5,38,7.1,18,9,1,9,21,21,0,221,1738,21:12,44,41,745,724
661,Michal Rozsival\rozsimi01,30,NYR,D,76,8,22,30,-7,52,6.2,5,3,0,2,9,11,2,120,1711,22:31,113,90,0,0
