Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,TOI,ATOI,BLK,HIT,FOW,FOL
Christian Ehrhoff\ehrhoch01,33,TOT,D,48,2,10,12,-11,34,1.3,2,0,0,0,2,8,0,80,743,15:29,35,39,0,0
Jack Eichel\eicheja01,19,BUF,C,81,24,32,56,-16,22,6.3,16,8,0,5,19,13,0,238,1549,19:07,25,43,402,578
Aaron Ekblad\ekblaaa01,19,FLA,D,78,15,21,36,18,41,8.2,12,3,0,4,15,6,0,182,1691,21:41,59,87,0,0
Mattias Ekholm\ekholma01,25,NSH,D,82,8,27,35,14,44,7.8,6,1,1,3,22,4,1,114,1660,20:15,106,67,0,0
Oliver Ekman-Larsson\ekmanol01,24,ARI,D,75,21,34,55,-6,96,9.5,9,12,0,8,19,15,0,228,1858,24:46:00,67,154,0,0
Patrik Elias\eliaspa01,39,NJD,C,16,2,6,8,5,10,1,2,0,0,0,4,2,0,21,247,15:26,1,10,9,19
Lars Eller\ellerla01,26,MTL,C,79,13,13,26,-13,28,1.8,11,1,1,2,13,0,0,149,1205,15:15,36,111,207,202
Stefan Elliott\elliost01,25,TOT,D,21,2,4,6,-3,4,0.9,2,0,0,0,4,0,0,37,298,14:10,18,12,0,0
Morgan Ellis\ellismo01,23,MTL,D,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,27,8:57,2,1,0,0
Ryan Ellis\ellisry01,25,NSH,D,79,10,22,32,13,35,7.6,6,3,1,2,18,4,0,152,1651,20:54,100,61,0,0
Turner Elson\elsontu01,23,CGY,LW,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0,15,14:54,0,2,0,0
Alexei Emelin\emelial01,29,MTL,D,72,0,12,12,-7,71,2.1,0,0,0,0,12,0,0,71,1476,20:30,113,256,0,0
Deryk Engelland\engelde01,33,CGY,D,69,3,9,12,7,54,2.8,3,0,0,0,8,0,1,71,1051,15:14,107,105,0,0
Tyler Ennis\ennisty01,26,BUF,C,23,3,8,11,-9,11,0.6,1,2,0,0,6,2,0,57,416,18:04,8,30,2,0
Toby Enstrom\enstrto01,31,WPG,D,72,2,14,16,8,44,3.6,2,0,0,0,13,1,0,50,1502,20:51,96,25,0,0
Jonathan Ericsson\ericsjo01,31,DET,D,71,3,12,15,2,56,3.7,3,0,0,0,12,0,0,68,1316,18:32,48,121,0,0
Loui Eriksson\erikslo01,30,BOS,RW,82,30,33,63,13,12,8.2,18,10,2,5,25,7,1,184,1598,19:29,34,22,12,9
Emerson Etem\etemem01,23,TOT,RW,58,7,8,15,-12,11,0.7,7,0,0,1,8,0,0,100,763,13:09,43,87,2,2
Dennis Everberg\everbde01,24,COL,RW,15,0,0,0,-5,0,-0.4,0,0,0,0,0,0,0,9,134,8:57,12,11,0,0
Robby Fabbri\fabbrro01,20,STL,C,72,18,19,37,-2,25,4.6,16,2,0,3,13,6,0,114,959,13:19,9,51,6,9
Radek Faksa\faksara01,22,DAL,C,45,5,7,12,9,16,1.3,5,0,0,1,6,1,0,67,556,12:21,33,48,197,204
Justin Falk\falkju01,27,CBJ,D,24,0,4,4,2,17,0.9,0,0,0,0,4,0,0,16,341,14:14,38,37,0,0
Bobby Farnham\farnhbo01,27,TOT,RW,53,8,2,10,-2,97,1.3,8,0,0,0,2,0,0,50,494,9:19,19,93,2,2
Hudson Fasching\faschhu01,20,BUF,RW,7,1,1,2,2,4,0.3,1,0,0,0,1,0,0,9,81,11:31,1,8,0,0
Jesper Fast\fastje01,24,NYR,RW,79,10,20,30,9,18,2.7,10,0,0,3,20,0,0,75,1180,14:56,55,109,1,5
Justin Faulk\faulkju01,23,CAR,D,64,16,21,37,-22,27,6.4,4,12,0,4,16,5,0,184,1539,24:03:00,65,109,0,1
Mark Fayne\faynema01,28,EDM,D,69,2,5,7,-6,18,1.8,2,0,0,0,4,0,1,61,1153,16:43,100,53,0,0
Taylor Fedun\fedunta01,27,VAN,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,19,18:48,3,3,0,0
Eric Fehr\fehrer01,30,PIT,C,55,8,6,14,0,19,1.2,4,0,4,2,5,1,0,74,718,13:03,45,60,107,135
Andrew Ference\ferenan01,36,EDM,D,6,0,0,0,-4,6,-0.3,0,0,0,0,0,0,0,4,78,13:04,5,10,0,0
Micheal Ferland\ferlami01,23,CGY,LW,71,4,14,18,-15,45,0.2,3,1,0,0,13,1,0,122,896,12:37,22,207,7,5
Landon Ferraro\ferrala01,24,TOT,C,68,5,5,10,-11,27,0,5,0,0,1,5,0,0,77,722,10:37,29,101,29,57
Kevin Fiala\fialake01,19,NSH,LW,5,1,0,1,0,0,0.1,1,0,0,0,0,0,0,11,66,13:09,2,2,0,0
Vernon Fiddler\fiddlve01,35,DAL,C,82,12,10,22,5,31,2.3,9,1,2,0,7,1,2,98,954,11:38,39,42,455,442
Valtteri Filppula\filppva01,31,TBL,C,76,8,23,31,-6,46,2,6,1,1,2,16,7,0,101,1388,18:15,25,30,632,584
Mike Fisher\fishemi01,35,NSH,C,70,13,10,23,-14,29,1.5,10,3,0,2,7,2,1,98,1201,17:10,74,142,668,582
Tomas Fleischmann\fleisto01,31,TOT,LW,76,14,11,25,-8,32,2.1,13,0,1,3,10,1,0,123,1156,15:13,19,40,24,19
Brian Flynn\flynnbr01,27,MTL,C,56,4,6,10,-3,6,0.3,3,0,1,0,5,0,1,73,657,11:44,33,23,200,146
Marcus Foligno\foligma01,24,BUF,LW,75,10,13,23,4,79,2.5,8,0,2,2,11,2,0,81,989,13:11,44,193,1,3
Nick Foligno\foligni01,28,CBJ,LW,72,12,25,37,-14,53,2.9,12,0,0,2,12,13,0,149,1216,16:54,46,152,83,93
Christian Folin\folinch01,24,MIN,D,26,0,4,4,-1,11,0.8,0,0,0,0,4,0,0,14,379,14:35,30,38,0,0
Justin Fontaine\fontaju01,28,MIN,RW,60,5,11,16,3,20,1.4,5,0,0,1,10,0,1,54,711,11:51,24,9,1,3
Derek Forbort\forbode01,23,LAK,D,14,1,1,2,-1,17,0.4,1,0,0,0,1,0,0,14,155,11:03,7,9,0,0
Filip Forsberg\forsbfi01,21,NSH,LW,82,33,31,64,1,47,8.5,24,8,1,3,16,15,0,247,1562,19:03,41,114,2,7
Cam Fowler\fowleca01,24,ANA,D,69,5,23,28,-8,27,5.2,2,3,0,0,9,14,0,113,1572,22:47,112,43,0,0
Cody Franson\fransco01,28,BUF,D,59,4,13,17,-5,26,3.3,3,1,0,1,7,6,0,92,993,16:50,56,61,0,0
Johan Franzen\franzjo01,36,DET,RW,2,0,1,1,0,2,0.1,0,0,0,0,0,1,0,3,26,12:57,0,3,0,1
Max Friberg\fribema01,23,ANA,LW,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,44,8:50,2,7,0,0
Alex Friesen\friesal01,25,VAN,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,12,11:43,0,1,0,1
Byron Froese\froesby01,24,TOR,C,56,2,3,5,-11,16,-0.8,2,0,0,0,3,0,0,64,707,12:38,23,51,310,332
Michael Frolik\frolimi01,27,CGY,RW,64,15,17,32,1,24,3.4,13,0,2,4,14,1,2,155,1012,15:49,44,49,5,5
Marian Gaborik\gaborma01,33,LAK,RW,54,12,10,22,-6,20,2.2,11,1,0,3,7,3,0,142,807,14:57,17,29,1,2
Kurtis Gabriel\gabriku01,22,MIN,RW,3,0,0,0,1,10,0,0,0,0,0,0,0,0,1,13,4:30,0,4,0,0
Sam Gagner\gagnesa01,26,PHI,C,53,8,8,16,4,25,1.6,6,2,0,2,7,1,0,86,735,13:52,15,17,34,63
Alex Galchenyuk\galchal01,21,MTL,C,82,30,26,56,-8,20,7,21,9,0,4,19,7,0,201,1333,16:16,36,62,359,390
Stanislav Galiev\galiest01,24,WSH,RW,24,0,3,3,2,4,0,0,0,0,0,3,0,0,30,219,9:07,4,14,0,0
Brendan Gallagher\gallabr01,23,MTL,RW,53,19,21,40,13,24,5.6,12,7,0,0,18,3,0,173,879,16:35,25,43,12,17
Ryan Garbutt\garbury01,30,TOT,C,80,7,7,14,-11,48,0.5,6,0,1,3,7,0,0,135,867,10:50,28,165,1,7
Jake Gardiner\gardija01,25,TOR,D,79,7,24,31,-15,32,4.7,6,1,0,2,12,11,1,122,1629,20:37,67,87,2,0
Jason Garrison\garrija01,31,TBL,D,72,5,6,11,-4,18,2.8,5,0,0,1,6,0,0,99,1329,18:28,105,88,0,0
Tyler Gaudet\gaudety01,22,ARI,C,14,1,2,3,-2,0,0.1,1,0,0,0,2,0,0,6,148,10:36,4,23,43,49
Johnny Gaudreau\gaudrjo01,22,CGY,LW,79,30,48,78,4,20,9.2,24,6,0,6,33,15,0,217,1575,19:56,10,26,2,3
Brendan Gaunce\gauncbr01,21,VAN,C,20,1,0,1,-9,2,-0.5,1,0,0,0,0,0,0,34,255,12:46,3,34,49,58
Paul Gaustad\gaustpa01,33,NSH,C,63,2,4,6,-4,46,-0.4,1,0,1,0,3,0,1,46,708,11:15,33,114,427,345
Frederik Gauthier\gauthfr01,20,TOR,C,7,0,1,1,-5,0,-0.3,0,0,0,0,0,0,1,3,97,13:51,7,10,52,58
Luke Gazdic\gazdilu01,26,EDM,LW,29,1,0,1,-6,24,-0.3,1,0,0,0,0,0,0,18,180,6:12,9,35,0,1
Eric Gelinas\geliner01,24,TOT,D,40,1,5,6,-6,16,1.2,0,1,0,0,2,3,0,55,553,13:50,23,61,0,0
Nathan Gerbe\gerbena01,28,CAR,LW,47,3,4,7,-15,14,-0.4,3,0,0,0,3,1,0,73,633,13:28,10,54,2,3
Ryan Getzlaf\getzlry01,30,ANA,C,77,13,50,63,14,55,7,7,6,0,5,33,16,1,178,1502,19:30,61,108,602,617
Tom Gilbert\gilbeto01,33,MTL,D,45,1,1,2,3,12,1.3,1,0,0,0,0,0,1,36,759,16:52,88,29,0,0
Brian Gionta\giontbr01,37,BUF,RW,79,12,21,33,-5,12,2.9,11,1,0,2,16,5,0,169,1401,17:44,36,46,54,66
Stephen Gionta\giontst01,32,NJD,C,82,1,10,11,-13,43,-0.5,1,0,0,0,10,0,0,62,1001,12:13,36,113,291,400
Mark Giordano\giordma01,32,CGY,D,82,21,35,56,-5,54,9.2,11,9,1,2,23,10,2,212,2032,24:47:00,193,65,0,0
Dan Girardi\girarda01,31,NYR,D,74,2,15,17,18,20,4.3,2,0,0,1,14,0,1,77,1504,20:19,195,168,0,0
Zemgus Girgensons\girgeze01,22,BUF,C,71,7,11,18,0,20,1.3,6,1,0,1,9,1,1,110,1068,15:02,41,125,153,182
Claude Giroux\giroucl01,28,PHI,C,78,22,45,67,-8,53,6.9,15,6,1,5,23,21,1,241,1603,20:33,36,83,1083,798
Tanner Glass\glassta01,32,NYR,LW,57,4,3,7,-3,66,0,4,0,0,0,3,0,0,49,586,10:17,18,224,6,14
Luke Glendening\glendlu01,26,DET,C,81,8,13,21,4,46,1.5,8,0,0,3,13,0,0,88,1181,14:35,71,143,614,511
Nikolay Goldobin\goldoni01,20,SJS,LW,9,1,1,2,1,0,0.2,1,0,0,0,1,0,0,7,101,11:11,1,0,0,0
Alex Goligoski\goligal01,30,DAL,D,82,5,32,37,21,34,7.2,4,1,0,1,27,4,1,127,1954,23:50,159,100,0,0
Cody Goloubef\golouco01,26,CBJ,D,43,1,7,8,-3,20,1.3,1,0,0,0,7,0,0,40,650,15:08,48,31,0,0
Scott Gomez\gomezsc01,36,TOT,C,34,1,8,9,-7,6,0.2,1,0,0,1,4,4,0,20,385,11:20,10,3,125,152
Barclay Goodrow\goodrba01,22,SJS,RW,14,0,3,3,1,16,0.2,0,0,0,0,2,0,1,7,144,10:16,4,8,4,2
Boyd Gordon\gordobo01,32,ARI,C,65,2,2,4,-7,10,-1,1,0,1,0,2,0,0,53,793,12:12,51,21,525,383
Josh Gorges\gorgejo01,31,BUF,D,77,2,10,12,-7,72,3.1,2,0,0,0,10,0,0,57,1576,20:28,167,143,0,0
Brandon Gormley\gormlbr01,23,COL,D,26,0,1,1,-3,8,0.2,0,0,0,0,1,0,0,11,317,12:11,19,18,0,0
Shayne Gostisbehere\gostish01,22,PHI,D,64,17,29,46,8,24,8.9,9,8,0,5,15,14,0,152,1286,20:05,59,27,1,0
Yanni Gourde\gourdya01,24,TBL,C,2,0,1,1,1,2,0.1,0,0,0,0,1,0,0,0,15,7:19,1,2,0,0
Michael Grabner\grabnmi01,28,TOR,RW,80,9,9,18,-4,12,1,8,0,1,2,9,0,0,116,1158,14:28,55,41,3,10
Mikhail Grabovski\grabomi01,32,NYI,C,58,9,16,25,3,33,2.6,8,1,0,2,14,2,0,83,818,14:06,26,28,221,242
Marc-Andre Gragnani\gragnma01,28,NJD,D,4,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,57,14:22,1,1,0,0
Petter Granberg\granbpe01,23,NSH,D,27,0,2,2,1,13,0.7,0,0,0,0,2,0,0,12,370,13:43,26,48,0,0
Markus Granlund\granlma01,22,TOT,C,47,6,4,10,-4,14,0.5,5,0,1,1,3,0,1,56,648,13:47,23,31,202,270
Mikael Granlund\granlmi01,23,MIN,C,82,13,31,44,-12,20,3.6,10,2,1,3,22,9,0,160,1486,18:07,56,86,528,556
Alex Grant\grantal01,27,ARI,D,5,0,0,0,-2,7,-0.1,0,0,0,0,0,0,0,4,66,13:14,2,7,0,0
Derek Grant\grantde01,25,CGY,C,15,0,1,1,-7,2,-0.5,0,0,0,0,1,0,0,22,163,10:53,11,25,61,50
Tyler Graovac\graovty01,22,MIN,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,23,11:37,0,1,13,6
Kevin Gravel\graveke01,23,LAK,D,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,58,11:41,4,4,0,0
Mike Green\greenmi03,30,DET,D,74,7,28,35,-6,38,5.9,2,5,0,0,13,15,0,124,1463,19:46,71,106,0,2
Andy Greene\greenan01,33,NJD,D,82,4,9,13,7,26,5.7,3,1,0,0,8,1,0,63,1882,22:57,154,73,0,0
Matt Greene\greenma01,32,LAK,D,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,35,11:45,1,5,0,0
Colin Greening\greenco01,29,TOT,LW,31,7,8,15,-2,13,1.7,6,1,0,0,7,1,0,58,437,14:06,10,90,13,8
Alexandre Grenier\grenial01,24,VAN,RW,6,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,9,69,11:29,3,5,1,1
Seth Griffith\griffse01,23,BOS,C,4,0,1,1,-4,4,-0.1,0,0,0,0,0,1,0,2,40,9:58,0,4,0,0
Mikhail Grigorenko\grigomi01,21,COL,C,74,6,21,27,2,8,2.2,5,1,0,0,18,3,0,84,982,13:16,39,23,150,199
Rocco Grimaldi\grimaro01,22,FLA,C,20,3,2,5,-4,2,0.3,3,0,0,0,2,0,0,29,237,11:52,2,17,47,61
Nicklas Grossmann\grossni01,31,ARI,D,58,3,4,7,-3,24,1.6,3,0,0,1,4,0,0,42,1031,17:47,73,105,0,0
Eric Gryba\grybaer01,27,EDM,D,53,1,5,6,0,75,1.8,1,0,0,0,5,0,0,58,948,17:53,78,132,0,0
Radko Gudas\gudasra01,25,PHI,D,76,5,9,14,-3,116,3.2,5,0,0,1,9,0,0,150,1508,19:51,157,304,0,0
Erik Gudbranson\gudbrer01,24,FLA,D,64,2,7,9,3,49,2.1,2,0,0,0,7,0,0,73,1287,20:07,73,150,0,0
Nate Guenin\guenina01,33,COL,D,29,0,0,0,2,2,0.5,0,0,0,0,0,0,0,10,379,13:04,33,15,0,0
Carl Gunnarsson\gunnaca01,29,STL,D,72,3,6,9,7,31,3.3,2,1,0,0,6,0,0,51,1251,17:23,119,67,0,0
Erik Gustafsson\gustaer02,23,CHI,D,41,0,14,14,11,4,3.1,0,0,0,0,13,1,0,58,633,15:27,37,29,0,0
Carl Hagelin\hagelca01,27,TOT,LW,80,14,25,39,8,32,4.3,14,0,0,6,23,0,2,178,1257,15:42,33,84,6,8
Ron Hainsey\hainsro01,34,CAR,D,81,5,14,19,-13,37,4.3,5,0,0,2,14,0,0,131,1808,22:19,126,85,0,0
Micheal Haley\haleymi01,29,SJS,C,16,1,0,1,-2,48,0,1,0,0,0,0,0,0,10,114,7:06,4,39,11,8
Matt Halischuk\halisma01,27,WPG,RW,30,0,3,3,1,4,-0.1,0,0,0,0,3,0,0,39,284,9:27,11,38,1,2
Taylor Hall\hallta02,24,EDM,LW,82,26,39,65,-4,54,7.6,22,4,0,6,31,8,0,286,1575,19:12,50,82,14,25
Dan Hamhuis\hamhuda01,33,VAN,D,58,3,10,13,-2,28,3.2,2,1,0,1,8,2,0,72,1242,21:25,72,64,0,0
Dougie Hamilton\hamildo01,22,CGY,D,82,12,31,43,-14,46,5.7,7,5,0,3,20,11,0,190,1621,19:46,106,78,0,0
Freddie Hamilton\hamilfr01,24,CGY,C,4,1,1,2,1,0,0.3,0,0,1,0,1,0,0,7,51,12:42,2,8,12,9
Travis Hamonic\hamontr01,25,NYI,D,72,5,16,21,-5,35,4,4,0,1,1,16,0,0,147,1715,23:49,128,148,0,0
Noah Hanifin\hanifno01,19,CAR,D,79,4,18,22,-14,22,3.8,3,1,0,0,12,6,0,122,1414,17:54,78,67,0,0
Joel Hanley\hanlejo01,24,MTL,D,10,0,6,6,0,0,0.8,0,0,0,0,6,0,0,10,160,16:00,19,6,0,0
Markus Hannikainen\hannima01,22,CBJ,LW,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,29,7:09,0,7,0,0
Jannik Hansen\hanseja01,29,VAN,RW,67,22,16,38,16,32,5.8,20,1,1,5,16,0,0,117,1101,16:26,19,39,6,15
Martin Hanzal\hanzama01,28,ARI,C,64,13,28,41,-5,77,4,9,3,1,2,18,10,0,141,1139,17:48,28,126,586,462
Ben Harpur\harpube01,21,OTT,D,5,0,1,1,1,2,0.2,0,0,0,0,1,0,0,3,68,13:40,7,9,0,0
Scott Harrington\harrisc01,22,TOR,D,15,0,1,1,0,4,0.3,0,0,0,0,1,0,0,9,196,13:06,16,23,0,0
Ryan Hartman\hartmry01,21,CHI,RW,3,0,1,1,-1,0,0,0,0,0,0,1,0,0,3,28,9:14,3,5,1,3
Scott Hartnell\hartnsc01,33,CBJ,LW,79,23,26,49,-11,112,5.6,13,10,0,1,24,2,0,150,1231,15:35,41,131,0,3
Garnet Hathaway\hathaga01,24,CGY,RW,14,0,3,3,-1,31,0,0,0,0,0,2,0,1,11,168,12:01,17,50,1,3
Erik Haula\haulaer01,24,MIN,C,76,14,20,34,21,24,4.8,12,0,2,2,17,1,2,99,967,12:44,55,57,416,365
Martin Havlat\havlama01,34,STL,RW,2,1,0,1,0,0,0.2,1,0,0,1,0,0,0,3,22,10:54,0,1,0,0
Jimmy Hayes\hayesji01,26,BOS,RW,75,13,16,29,-12,60,2.4,10,3,0,0,14,2,0,127,1037,13:50,15,128,42,70
Kevin Hayes\hayeske01,23,NYR,RW,79,14,22,36,4,30,3.9,11,3,0,3,19,3,0,133,1079,13:40,23,59,137,244
Victor Hedman\hedmavi01,25,TBL,D,78,10,37,47,21,46,10.1,9,1,0,0,26,10,1,180,1799,23:04,132,62,0,0
Seth Helgeson\helgese01,25,NJD,D,19,0,1,1,-5,17,0.1,0,0,0,0,1,0,0,9,265,13:57,23,46,0,0
Darren Helm\helmda01,29,DET,C,77,13,13,26,-2,32,2.4,13,0,0,3,13,0,0,165,1160,15:04,26,115,39,38
Ales Hemsky\hemskal01,32,DAL,RW,75,13,26,39,3,20,4.2,12,1,0,0,22,4,0,155,983,13:06,26,25,2,4
Matt Hendricks\hendrma01,34,EDM,LW,68,5,7,12,2,82,0.6,4,0,1,0,6,0,1,62,900,13:14,68,175,251,202
Adam Henrique\henriad01,25,NJD,C,80,30,20,50,10,23,7.6,21,7,2,8,14,5,1,149,1586,19:50,56,66,617,764
Tomas Hertl\hertlto01,22,SJS,C,81,21,25,46,16,26,6.1,18,3,0,3,21,4,0,202,1294,15:58,60,90,256,201
Thomas Hickey\hicketh01,26,NYI,D,62,6,12,18,9,30,4.4,6,0,0,2,11,0,0,55,1079,17:24,90,65,0,0
Chris Higgins\higgich01,32,VAN,LW,33,3,1,4,-14,4,-0.5,2,0,1,0,1,0,0,51,455,13:47,18,15,1,2
Vinnie Hinostroza\hinosvi01,21,CHI,C,7,0,0,0,-1,6,-0.1,0,0,0,0,0,0,0,6,61,8:41,2,2,13,19
Niklas Hjalmarsson\hjalmni01,28,CHI,D,81,2,22,24,13,32,5.6,2,0,0,0,17,2,3,77,1813,22:23,151,32,0,0
Cody Hodgson\hodgsco01,25,NSH,C,39,3,5,8,2,6,0.6,3,0,0,2,4,1,0,65,419,10:44,6,25,46,52
Mike Hoffman\hoffmmi02,26,OTT,LW,78,29,30,59,1,18,7.6,20,9,0,3,26,4,0,242,1368,17:33,29,22,8,10
Nick Holden\holdeni01,28,COL,D,82,6,16,22,-1,24,4.7,6,0,0,0,15,1,0,98,1794,21:53,118,217,0,0
Peter Holland\hollape01,25,TOR,C,65,9,18,27,-16,28,1.8,4,5,0,1,12,6,0,138,953,14:40,19,78,216,249
Bud Holloway\hollobu01,27,MTL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7:19,0,0,0,1
Korbinian Holzer\holzeko01,27,ANA,D,29,0,3,3,-3,10,0.7,0,0,0,0,3,0,0,17,428,14:45,32,57,0,0
Shawn Horcoff\horcosh01,37,ANA,C,59,6,9,15,1,34,1.3,5,0,1,2,8,0,1,73,784,13:17,24,58,320,306
Patric Hornqvist\hornqpa01,29,PIT,RW,82,22,29,51,15,36,6.4,13,9,0,3,23,6,0,257,1382,16:51,54,160,5,3
Bo Horvat\horvabo01,20,VAN,C,82,16,24,40,-30,18,2.9,12,4,0,4,16,8,0,155,1405,17:08,53,69,760,733
Marian Hossa\hossama01,37,CHI,RW,64,13,20,33,10,24,3.7,8,2,3,2,12,7,1,191,1105,17:16,33,37,0,2
Quinton Howden\howdequ01,24,FLA,C,58,6,5,11,-1,18,0.8,6,0,0,0,5,0,0,54,602,10:22,10,116,3,3
Marek Hrivik\hrivima01,24,NYR,LW,5,0,1,1,3,0,0.1,0,0,0,0,1,0,0,3,54,10:43,1,6,3,2
Jonathan Huberdeau\huberjo01,22,FLA,LW,76,20,39,59,17,43,7.3,15,4,1,2,30,9,0,174,1379,18:09,36,53,7,11
Jiri Hudler\hudleji01,32,TOT,C,72,16,30,46,-1,27,4.8,13,3,0,1,23,7,0,109,1135,15:46,7,28,11,15
Charles Hudon\hudonch01,21,MTL,LW,3,0,2,2,2,0,0.3,0,0,0,0,2,0,0,3,32,10:42,1,7,0,1
Brad Hunt\huntbr01,27,EDM,D,7,0,0,0,-1,2,0,0,0,0,0,0,0,0,12,99,14:11,7,7,0,0
Matt Hunwick\hunwima01,30,TOR,D,60,2,8,10,-17,32,1.3,2,0,0,1,6,2,0,74,1354,22:34,98,126,0,0
Ben Hutton\huttobe01,22,VAN,D,75,1,24,25,-21,14,3,1,0,0,0,17,7,0,104,1491,19:52,100,42,0,0
Zach Hyman\hymanza01,23,TOR,C,16,4,2,6,0,18,0.7,4,0,0,0,2,0,0,37,251,15:41,8,31,1,2
Jarome Iginla\iginlja01,38,COL,RW,82,22,25,47,-22,41,4.6,9,13,0,3,19,6,0,182,1301,15:52,45,70,61,54
Matt Irwin\irwinma01,28,BOS,D,2,0,0,0,-5,0,-0.4,0,0,0,0,0,0,0,3,30,14:56,0,1,0,0
Barret Jackman\jackmba01,34,NSH,D,73,1,4,5,1,76,1.8,1,0,0,1,4,0,0,64,1012,13:51,86,100,0,0
Tim Jackman\jackmti01,34,ANA,RW,2,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,1,11,5:44,0,2,0,0
Jaromir Jagr\jagrja01,43,FLA,RW,79,27,39,66,23,48,9.2,22,5,0,4,33,6,0,143,1349,17:05,16,31,0,1
Mattias Janmark\janmama02,23,DAL,C,73,15,14,29,12,16,3.6,14,0,1,3,13,1,0,108,1035,14:10,21,4,94,166
Calle Jarnkrok\jarnkca01,24,NSH,C,81,16,14,30,1,14,3.1,12,3,1,4,13,1,0,125,1307,16:08,24,35,366,433
Dmitrij Jaskin\jaskidm01,22,STL,RW,65,4,9,13,3,26,0.8,4,0,0,1,9,0,0,92,771,11:52,16,126,8,20
Dustin Jeffrey\jeffrdu01,27,ARI,C,7,1,1,2,2,2,0.3,1,0,0,0,1,0,0,5,80,11:24,1,2,35,23
Boone Jenner\jennebo01,22,CBJ,C,82,30,19,49,-15,77,6,20,9,1,3,14,5,0,225,1346,16:25,71,213,156,138
Ryan Johansen\johanry01,23,TOT,C,80,14,46,60,6,61,6.3,10,4,0,2,28,18,0,185,1405,17:34,30,115,652,594
Marcus Johansson\johanma03,25,WSH,LW,74,17,29,46,12,16,5.4,11,6,0,7,21,8,0,132,1231,16:38,24,38,128,150
Stephen Johns\johnsst03,23,DAL,D,14,1,2,3,-6,6,0,1,0,0,0,2,0,0,13,250,17:50,21,55,0,0
Erik Johnson\johnser01,27,COL,D,73,11,16,27,-19,50,4.2,6,3,2,0,12,3,1,175,1711,23:27,197,126,0,1
Jack Johnson\johnsja02,29,CBJ,D,60,6,8,14,-16,25,2,3,3,0,2,5,3,0,86,1451,24:11:00,102,98,0,1
Tyler Johnson\johnsty01,25,TBL,C,69,14,24,38,4,20,4.2,11,3,0,7,14,10,0,167,1183,17:08,25,46,479,507
Ross Johnston\johnsro02,21,NYI,LW,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,16:17,0,6,0,0
Ryan Johnston\johnsry02,23,MTL,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,49,16:17,2,2,0,0
Jussi Jokinen\jokinju01,32,FLA,LW,81,18,42,60,25,42,7.3,12,5,1,1,34,7,1,153,1482,18:17,50,43,135,127
Jyrki Jokipakka\jokipjy01,24,TOT,D,58,2,10,12,4,14,2.3,2,0,0,1,10,0,0,45,902,15:34,66,69,0,0
David Jones\jonesda01,31,TOT,RW,75,11,7,18,-7,10,1.3,10,1,0,2,7,0,0,84,933,12:26,33,147,17,17
Seth Jones\jonesse01,21,TOT,D,81,3,28,31,-14,22,4.2,2,1,0,0,15,12,1,157,1788,22:05,118,86,0,0
Josh Jooris\joorijo01,25,CGY,C,59,4,9,13,-1,39,0.5,4,0,0,0,7,0,2,80,725,12:17,33,62,114,143
Michal Jordan\jordami01,25,CAR,D,36,1,0,1,-5,12,0.6,1,0,0,0,0,0,0,36,546,15:10,34,24,0,0
Jacob Josefson\josefja01,24,NJD,C,58,4,10,14,-21,20,0,1,3,0,1,1,8,1,86,900,15:31,40,67,323,344
Roman Josi\josiro01,25,NSH,D,81,14,47,61,-3,43,10.4,7,6,1,3,28,18,1,198,2064,25:29:00,185,59,0,0
Tomas Jurco\jurcoto01,23,DET,RW,44,4,2,6,-6,16,0.2,4,0,0,0,2,0,0,43,404,9:11,4,50,1,0
Nazem Kadri\kadrina01,25,TOR,C,76,17,28,45,-15,73,4,13,4,0,2,18,10,0,260,1389,18:16,43,148,641,663
Sergey Kalinin\kalinse01,24,NJD,C,78,8,7,15,-9,33,0.9,5,3,0,2,7,0,0,70,1039,13:20,30,146,134,188
Steven Kampfer\kampfst01,27,FLA,D,47,0,4,4,5,26,1.2,0,0,0,0,3,1,0,54,709,15:06,70,70,1,1
Evander Kane\kaneev01,24,BUF,LW,65,20,15,35,-14,91,3.8,17,2,1,3,11,4,0,271,1367,21:02,23,171,62,62
Patrick Kane\kanepa01,27,CHI,RW,82,46,60,106,17,30,15,29,17,0,9,40,20,0,287,1674,20:25,21,37,11,40
