Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,TOI,ATOI,BLK,HIT,FOW,FOL
Ondrej Kase\kaseon01,21,ANA,RW,53,5,10,15,-1,18,1.2,5,0,0,2,10,0,0,77,625,11:47,14,42,1,6
Zack Kassian\kassiza01,26,EDM,RW,79,7,17,24,4,101,2,7,0,0,0,17,0,0,110,972,12:18,16,201,4,7
Bracken Kearns\kearnbr01,35,NYI,C,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,22,11:12,2,5,10,7
Duncan Keith\keithdu01,33,CHI,D,80,6,47,53,22,16,9.5,4,2,0,2,34,13,0,183,2049,25:37:00,107,24,0,0
Clayton Keller\kellecl01,18,ARI,LW,3,0,2,2,-3,0,0,0,0,0,0,1,1,0,0,38,12:40,0,0,0,0
Chris Kelly\kellych01,36,OTT,C,82,5,7,12,-17,23,-0.4,4,0,1,2,7,0,0,85,979,11:56,48,71,223,278
Adrian Kempe\kempead01,20,LAK,LW,25,2,4,6,-3,6,0.4,2,0,0,1,1,2,1,32,306,12:14,7,23,67,86
Michal Kempny\kempnmi01,26,CHI,D,50,2,6,8,1,22,1.6,2,0,0,0,6,0,0,67,748,14:58,59,76,0,0
Nicolas Kerdiles\kerdini01,23,ANA,LW,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11:08,2,0,1,0
Tanner Kero\kerota01,24,CHI,RW,47,6,10,16,15,8,1.9,6,0,0,0,10,0,0,60,634,13:29,51,41,209,262
Ryan Kesler\keslery01,32,ANA,C,82,22,36,58,8,83,6.5,14,8,0,2,24,12,0,186,1747,21:18,75,146,1029,764
Phil Kessel\kesseph01,29,PIT,RW,82,23,47,70,3,20,7.3,15,8,0,4,25,22,0,229,1471,17:56,15,12,5,10
Jujhar Khaira\khairju01,22,EDM,LW,10,1,0,1,1,2,0.1,1,0,0,1,0,0,0,10,93,9:15,5,20,7,12
Alex Killorn\killoal01,27,TBL,LW,81,19,17,36,-9,66,3.3,14,4,1,4,10,6,1,176,1458,18:00,25,99,4,8
Jakub Kindl\kindlja01,29,FLA,D,39,0,4,4,-11,28,0.2,0,0,0,0,4,0,0,41,573,14:41,37,49,0,0
Dwight King\kingdw01,27,TOT,LW,80,9,7,16,-2,12,1.1,9,0,0,1,7,0,0,110,1153,14:24,28,120,4,12
Oscar Klefbom\klefbos01,23,EDM,D,82,12,26,38,7,6,7.6,9,3,0,3,12,13,1,201,1834,22:22,146,43,0,0
Kevin Klein\kleinke01,32,NYR,D,60,3,11,14,5,31,2.8,3,0,0,0,9,1,1,54,1058,17:38,123,135,0,0
John Klingberg\klingjo01,24,DAL,D,80,13,36,49,2,34,8.1,9,4,0,3,23,13,0,124,1868,23:21,117,42,1,0
Slater Koekkoek\koekksl01,22,TBL,D,29,0,4,4,-4,8,0.5,0,0,0,0,4,0,0,27,377,12:59,27,25,0,0
Mikko Koivu\koivumi01,33,MIN,C,80,18,40,58,27,34,6.6,16,2,0,4,20,18,2,139,1529,19:07,65,32,938,761
Leo Komarov\komarle01,30,TOR,C,82,14,18,32,6,31,2.8,9,4,1,1,11,6,1,114,1400,17:04,50,232,91,111
Travis Konecny\konectr01,19,PHI,C,70,11,17,28,-2,49,2.7,8,3,0,0,16,1,0,133,986,14:05,26,92,0,5
Anze Kopitar\kopitan01,29,LAK,C,76,12,40,52,-10,28,4.6,7,5,0,0,25,14,1,150,1578,20:46,59,78,892,801
Lauri Korpikoski\korpila01,30,TOT,LW,69,8,12,20,5,10,1.8,8,0,0,0,11,0,1,108,856,12:24,36,37,0,7
Kalle Kossila\kossika01,23,ANA,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6:54,0,1,3,4
Chris Kreider\kreidch01,25,NYR,LW,75,28,25,53,6,58,6.8,22,6,0,4,18,7,0,186,1275,17:00,30,132,5,4
David Krejci\krejcda01,30,BOS,C,82,23,31,54,-12,26,6,15,8,0,3,25,6,0,158,1498,18:16,51,40,657,620
Niklas Kronwall\kronwni01,36,DET,D,57,2,11,13,-7,32,2.3,2,0,0,0,5,6,0,67,1109,19:27,81,77,0,0
Torey Krug\krugto01,25,BOS,D,81,8,43,51,-10,37,7.9,2,6,0,1,24,19,0,208,1750,21:36,82,59,0,1
Marcus Kruger\krugema01,26,CHI,C,70,5,12,17,7,34,0.9,5,0,0,0,12,0,0,83,981,14:01,62,31,357,370
Nikita Kucherov\kucheni01,23,TBL,RW,74,40,45,85,13,38,12,23,17,0,7,30,15,0,246,1438,19:26,20,30,0,0
Tom Kuhnhackl\kuhnhto01,25,PIT,RW,57,4,12,16,8,18,1.3,3,0,1,0,11,0,1,49,607,10:39,42,112,2,2
Brett Kulak\kulakbr01,23,CGY,D,21,0,3,3,-3,12,0.4,0,0,0,0,3,0,0,19,299,14:15,13,14,0,0
Nikolai Kulemin\kulemni01,30,NYI,LW,72,12,11,23,3,18,2.2,10,1,1,4,9,1,1,74,995,13:49,45,78,14,13
Dmitry Kulikov\kulikdm01,26,BUF,D,47,2,3,5,-26,26,-0.1,1,1,0,0,1,2,0,42,1029,21:54,72,60,0,0
Chris Kunitz\kunitch01,37,PIT,LW,71,9,20,29,0,36,1.9,9,0,0,3,15,5,0,134,1101,15:31,28,216,3,10
Sean Kuraly\kuralse01,24,BOS,C,8,0,1,1,-1,2,0,0,0,0,0,1,0,0,11,74,9:12,1,9,1,2
Evgeny Kuznetsov\kuzneev01,24,WSH,C,82,19,40,59,18,46,6.7,16,3,0,4,29,11,0,170,1390,16:57,18,57,456,581
Kevin Labanc\labanke01,21,SJS,RW,55,8,12,20,9,22,2.3,8,0,0,2,10,2,0,70,752,13:41,14,19,2,2
Joseph Labate\labatjo01,23,VAN,C,13,0,0,0,-2,21,-0.2,0,0,0,0,0,0,0,5,88,6:46,2,23,1,0
Andrew Ladd\laddan01,31,NYI,LW,78,23,8,31,-14,45,3.1,19,3,1,4,6,2,0,142,1262,16:11,54,112,4,6
Paul Ladue\laduepa01,24,LAK,D,22,0,8,8,-5,4,1,0,0,0,0,4,4,0,27,339,15:24,13,17,0,0
Patrik Laine\lainepa01,18,WPG,RW,73,36,28,64,7,26,8.9,27,9,0,5,23,5,0,204,1308,17:55,33,80,0,3
Anton Lander\landean01,25,EDM,C,22,1,3,4,2,6,0.3,1,0,0,0,3,0,0,12,215,9:46,7,28,79,62
Gabriel Landeskog\landega01,24,COL,LW,72,18,15,33,-25,62,2.7,12,5,1,2,14,1,0,169,1352,18:47,41,143,62,63
Nick Lappin\lappini01,24,NJD,RW,43,4,3,7,-17,17,-0.2,4,0,0,0,3,0,0,57,504,11:43,10,35,2,5
Dylan Larkin\larkidy01,20,DET,C,80,17,15,32,-28,37,2.3,11,5,1,1,13,2,0,178,1292,16:09,22,67,196,236
Philip Larsen\larseph01,27,VAN,D,26,1,5,6,-8,4,0.7,1,0,0,0,3,2,0,32,428,16:28,22,12,0,0
Adam Larsson\larssad01,24,EDM,D,79,4,15,19,21,55,5.5,4,0,0,0,15,0,0,85,1592,20:09,160,253,0,0
Jacob Larsson\larssja01,19,ANA,D,4,0,0,0,-1,2,0,0,0,0,0,0,0,0,2,66,16:26,1,1,0,0
Johan Larsson\larssjo02,24,BUF,C,36,6,5,11,-7,20,0.7,5,1,0,2,5,0,0,49,607,16:51,23,33,261,271
Brian Lashoff\lashobr01,26,DET,D,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,63,12:31,4,8,0,0
Scott Laughton\laughsc01,22,PHI,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,10:15,0,3,11,9
Curtis Lazar\lazarcu01,21,TOT,RW,37,1,3,4,-8,4,-0.3,1,0,0,0,3,0,0,26,338,9:08,17,66,39,60
Nick Leddy\leddyni01,25,NYI,D,81,11,35,46,-3,12,7,8,3,0,1,23,12,0,137,1840,22:43,109,77,0,0
Anders Lee\leean01,26,NYI,LW,81,34,18,52,9,56,7.7,25,9,0,6,13,5,0,191,1263,15:35,34,172,7,11
Artturi Lehkonen\lehkoar01,21,MTL,LW,73,18,10,28,-1,8,3.4,15,2,1,3,8,2,0,158,1012,13:52,25,72,2,2
Jori Lehtera\lehtejo01,29,STL,C,64,7,15,22,-6,34,1.4,7,0,0,1,12,3,0,67,971,15:11,29,64,409,423
Taylor Leier\leierta01,22,PHI,LW,10,1,1,2,-1,4,0.1,1,0,0,0,1,0,0,7,91,9:04,0,7,0,1
Josh Leivo\leivojo01,23,TOR,LW,13,2,8,10,2,4,1.1,1,1,0,0,6,2,0,27,163,12:34,4,5,1,1
Brett Lernout\lernobr01,21,MTL,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,3,38,19:00,3,8,0,0
Kris Letang\letankr01,29,PIT,D,41,5,29,34,2,32,4.5,3,2,0,2,16,12,1,122,1046,25:31:00,70,70,0,0
Mark Letestu\letesma01,31,EDM,C,78,16,19,35,-2,17,3.7,3,11,2,6,15,3,1,120,1111,14:14,34,71,452,444
Trevor Lewis\lewistr01,30,LAK,C,82,12,12,24,-6,30,2.2,11,1,0,3,11,1,0,145,1170,14:16,30,174,44,66
Mike Liambas\liambmi01,27,NSH,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,5,4:42,0,1,0,0
John-Michael Liles\lilesjo01,36,BOS,D,36,0,5,5,1,4,1.3,0,0,0,0,2,3,0,36,583,16:12,41,25,2,0
Oscar Lindberg\lindbos02,25,NYR,C,65,8,12,20,2,32,1.8,8,0,0,1,11,1,0,86,704,10:50,36,94,299,276
Petteri Lindbohm\lindbpe02,23,STL,D,7,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,10,91,12:59,5,10,0,0
Esa Lindell\lindees01,22,DAL,D,73,6,12,18,8,22,4.2,6,0,0,2,10,2,0,99,1597,21:52,119,93,0,1
Anton Lindholm\lindhan01,22,COL,D,12,0,0,0,-8,2,-0.4,0,0,0,0,0,0,0,7,177,14:45,12,38,0,0
Elias Lindholm\lindhel01,22,CAR,C,72,11,34,45,-2,16,4.1,8,2,1,0,21,9,4,151,1309,18:11,43,99,353,282
Hampus Lindholm\lindhha01,23,ANA,D,66,6,14,20,13,36,5.6,5,1,0,2,10,4,0,94,1482,22:27,94,98,2,0
Bryan Little\littlbr01,29,WPG,C,59,21,26,47,-7,18,5.3,15,6,0,3,20,6,0,119,1036,17:33,23,35,610,487
Matthew Lorito\loritma01,26,DET,LW,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,6,29,14:26,0,0,0,0
Ben Lovejoy\lovejbe01,32,NJD,D,82,1,6,7,-7,39,2.5,1,0,0,1,6,0,0,84,1703,20:46,149,82,0,0
Adam Lowry\lowryad01,23,WPG,C,82,15,14,29,1,52,2.4,10,5,0,1,9,4,1,122,1316,16:03,56,217,658,637
Milan Lucic\lucicmi01,28,EDM,LW,82,23,27,50,-3,50,5.7,11,12,0,3,14,13,0,175,1407,17:10,20,202,4,3
Roman Lyubimov\lyubiro01,25,PHI,LW,47,4,2,6,-2,8,0.3,4,0,0,1,2,0,0,41,450,9:35,16,28,1,6
Olli Maatta\maattol01,22,PIT,D,55,1,6,7,17,12,2.3,1,0,0,0,6,0,0,66,994,18:04,102,72,0,0
Clarke MacArthur\macarcl01,31,OTT,LW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,54,13:29,1,4,0,1
Andrew MacDonald\macdoan01,30,PHI,D,73,2,16,18,-5,26,3.7,2,0,0,0,15,0,1,65,1468,20:06,151,39,0,0
Derek MacKenzie\mackede01,35,FLA,C,82,6,10,16,-7,50,0.6,4,0,2,1,7,0,3,91,1030,12:34,45,192,386,386
Nathan MacKinnon\mackina01,21,COL,C,82,16,37,53,-14,16,4.8,12,2,2,4,25,12,0,251,1635,19:57,30,56,768,752
Denis Malgin\malgide01,20,FLA,C,47,6,4,10,-5,8,0.8,4,2,0,1,4,0,0,67,528,11:14,15,34,67,117
Evgeni Malkin\malkiev01,30,PIT,C,62,33,39,72,18,77,9.9,22,11,0,6,27,12,0,191,1154,18:37,25,40,365,481
Sean Malone\malonse01,21,BUF,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12:12,1,0,5,3
Brandon Manning\mannibr01,26,PHI,D,65,3,9,12,-12,83,2.1,2,0,1,1,9,0,0,84,1174,18:03,79,121,0,1
Josh Manson\mansojo01,25,ANA,D,82,5,12,17,14,82,5.3,4,0,1,1,11,0,1,88,1527,18:38,79,227,0,0
Anthony Mantha\manthan01,22,DET,RW,60,17,19,36,10,53,4.9,16,1,0,3,17,2,0,133,954,15:54,33,46,5,6
Brad Marchand\marchbr03,28,BOS,LW,80,39,46,85,18,81,12.6,27,9,3,8,29,15,2,226,1555,19:26,35,51,13,23
Alexey Marchenko\marchal01,25,TOT,D,41,1,7,8,7,12,2.3,1,0,0,0,6,0,1,36,695,16:57,59,22,0,0
Jon Marchessault\audymjo01,26,FLA,C,75,30,21,51,-21,38,6.2,22,8,0,6,11,10,0,193,1268,16:55,17,105,122,148
Martin Marincin\marinma01,24,TOR,D,25,1,6,7,3,16,1.4,1,0,0,0,5,0,1,22,451,18:03,27,25,0,0
Andrei Markov\markoan01,38,MTL,D,62,6,30,36,18,16,7.5,5,1,0,1,18,11,1,98,1354,21:50,73,39,0,0
Patrick Marleau\marlepa01,37,SJS,LW,82,27,19,46,4,28,6,20,7,0,6,10,9,0,190,1407,17:09,32,82,115,99
Mitch Marner\marnemi01,19,TOR,C,77,19,42,61,0,38,6.6,15,4,0,5,25,17,0,176,1294,16:49,39,41,14,23
Pat Maroon\maroopa01,28,EDM,LW,81,27,15,42,13,95,6,24,3,0,5,12,3,0,178,1356,16:44,23,189,6,9
Matt Martin\martima02,27,TOR,LW,82,5,4,9,0,123,0.2,5,0,0,0,4,0,0,66,730,8:54,26,300,0,11
Paul Martin\martipa01,35,SJS,D,81,4,22,26,10,20,5.8,4,0,0,1,22,0,0,57,1557,19:14,124,41,0,0
Alec Martinez\martial01,29,LAK,D,82,9,30,39,-17,24,6.8,6,2,1,3,17,13,0,144,1775,21:38,167,137,0,1
Jordan Martinook\martijo01,24,ARI,LW,77,11,14,25,-8,40,1.7,9,1,1,2,11,1,2,109,1207,15:41,68,50,460,577
Andreas Martinsen\martian01,26,TOT,LW,64,3,4,7,-14,32,-0.4,3,0,0,0,3,0,1,73,637,9:57,28,173,3,1
Mike Matheson\mathemi01,22,FLA,D,81,7,10,17,-5,36,4.4,7,0,0,0,8,1,1,179,1705,21:03,118,69,1,0
Auston Matthews\matthau01,19,TOR,C,82,40,29,69,2,14,9.7,32,8,0,8,16,13,0,279,1446,17:38,61,21,530,600
Shawn Matthias\matthsh01,28,WPG,LW,45,8,4,12,0,13,1.1,7,0,1,1,4,0,0,51,610,13:34,19,47,5,11
Scott Mayfield\mayfisc01,24,NYI,D,25,2,7,9,-1,35,1.3,2,0,0,0,7,0,0,39,354,14:08,36,37,0,0
Jamie McBain\mcbaija02,28,ARI,D,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,3,50,16:40,4,0,0,0
Jake McCabe\mccabja01,23,BUF,D,76,3,17,20,-7,26,4,2,1,0,1,14,3,0,79,1574,20:42,114,73,0,0
Jared McCann\mccanja01,20,FLA,C,29,1,6,7,-1,4,0.3,1,0,0,0,5,1,0,44,337,11:38,6,28,41,64
Michael McCarron\mccarmi01,21,MTL,RW,31,1,4,5,-4,41,0,1,0,0,0,4,0,0,31,307,9:53,11,75,76,99
Jay McClement\mccleja01,33,CAR,C,65,5,3,8,-8,18,0,4,0,1,1,3,0,0,37,740,11:23,40,49,253,272
Max McCormick\mccorma01,24,OTT,RW,7,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,7,47,6:46,1,13,15,9
Ian McCoshen\mccosia01,21,FLA,D,3,0,1,1,0,0,0.2,0,0,0,0,1,0,0,0,40,13:15,2,3,0,0
Connor McDavid\mcdavco01,20,EDM,C,82,30,70,100,27,26,12.8,26,3,1,6,45,24,1,251,1733,21:08,29,34,348,458
Ryan McDonagh\mcdonry01,27,NYR,D,77,6,36,42,20,37,7.8,4,1,1,1,22,14,0,153,1876,24:21:00,160,80,0,0
Colin McDonald\mcdonco01,32,PHI,C,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,5,27,9:01,0,9,0,1
Evan McEneny\mceneev01,22,VAN,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,15,15:08,0,0,0,0
Brock McGinn\mcginbr01,22,CAR,LW,57,7,9,16,-11,6,1.1,7,0,0,1,8,0,1,74,684,12:00,22,91,1,3
Jamie McGinn\mcginja01,28,ARI,LW,72,9,8,17,-23,23,0.4,9,0,0,2,6,2,0,116,948,13:10,18,116,1,2
Dylan McIlrath\mcilrdy01,24,TOT,D,6,1,0,1,-2,14,0.1,1,0,0,0,0,0,0,3,57,9:31,4,15,0,0
Greg McKegg\mckeggr01,24,TOT,C,46,3,4,7,-3,22,0.3,3,0,0,0,4,0,0,36,456,9:54,16,48,90,90
Curtis McKenzie\mckencu01,25,DAL,LW,53,6,10,16,5,72,1.6,6,0,0,3,10,0,0,66,575,10:51,31,103,3,3
Cody McLeod\mcleoco01,32,TOT,LW,59,5,1,6,-3,145,0.4,5,0,0,0,1,0,0,30,423,7:10,14,150,0,1
Brayden McNabb\mcnabbr01,26,LAK,D,49,2,2,4,1,54,2,2,0,0,0,2,0,0,47,738,15:04,54,110,0,0
Mark McNeill\mcneima01,23,DAL,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,14,13:49,1,0,0,2
Adam McQuaid\mcquaad01,30,BOS,D,77,2,8,10,4,71,3.3,2,0,0,1,7,0,1,64,1405,18:15,144,157,0,0
Wade Megan\meganwa01,26,STL,C,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,6,26,8:48,0,2,13,14
Jaycob Megna\megnaja02,24,ANA,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,15,15:20,0,0,0,0
Jayson Megna\megnaja01,26,VAN,C,58,4,4,8,-4,6,0.1,4,0,0,0,3,1,0,72,721,12:26,23,87,2,14
Timo Meier\meierti01,20,SJS,RW,34,3,3,6,1,10,0.4,3,0,0,1,3,0,0,85,424,12:28,5,64,1,4
Julian Melchiori\melchju01,25,WPG,D,18,0,2,2,0,8,0.3,0,0,0,0,2,0,0,15,331,18:22,31,30,0,0
Jonathon Merrill\merrijo01,24,NJD,D,51,1,5,6,-9,24,1.3,1,0,0,0,5,0,0,48,947,18:34,67,39,0,0
Marc Methot\methoma01,31,OTT,D,68,0,12,12,13,24,3.9,0,0,0,0,12,0,0,69,1348,19:49,77,164,0,0
Milan Michalek\michami01,32,TOR,LW,5,1,1,2,-2,2,0.1,1,0,0,0,1,0,0,6,71,14:16,9,7,0,1
Zbynek Michalek\michazb01,34,ARI,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,3,53,17:40,5,7,0,0
Sonny Milano\milanso01,20,CBJ,LW,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,47,11:41,2,3,0,0
Colin Miller\milleco02,24,BOS,D,61,6,7,13,0,55,3.3,5,1,0,0,6,1,0,85,965,15:49,36,85,0,0
Drew Miller\milledr01,32,DET,LW,55,5,2,7,-12,18,0,5,0,0,1,2,0,0,43,565,10:17,52,71,2,1
J.T. Miller\millejt01,23,NYR,LW,82,22,34,56,17,21,6.8,17,2,3,6,28,5,1,132,1342,16:22,56,101,157,200
Kevan Miller\milleke03,29,BOS,D,58,3,10,13,1,50,3.1,3,0,0,1,9,0,1,49,1032,17:48,76,121,0,0
Garrett Mitchell\mitchga01,25,WSH,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8:48,0,2,0,1
John Mitchell\mitchjo01,32,COL,C,65,3,4,7,-12,45,-0.6,3,0,0,1,4,0,0,57,816,12:33,45,88,298,240
Torrey Mitchell\mitchto01,32,MTL,C,78,8,9,17,5,38,1.3,8,0,0,1,9,0,0,68,983,12:36,56,47,410,342
Zack Mitchell\mitchza01,24,MIN,RW,11,0,0,0,-1,0,-0.2,0,0,0,0,0,0,0,10,93,8:26,3,14,11,8
Griffen Molino\molingr01,23,VAN,C,5,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,3,53,10:35,1,1,0,0
Sean Monahan\monahse01,22,CGY,C,82,27,31,58,-1,20,6.9,18,8,1,4,22,9,0,199,1441,17:35,25,34,743,701
Brandon Montour\montobr01,22,ANA,D,27,2,4,6,11,14,2.3,2,0,0,0,3,1,0,50,469,17:23,24,21,0,0
Dominic Moore\mooredo01,36,BOS,C,82,11,14,25,2,44,2.6,8,0,3,1,13,0,1,96,1061,12:57,42,63,357,297
John Moore\moorejo01,26,NJD,D,63,12,10,22,-7,39,4.8,11,1,0,1,8,2,0,102,1196,18:59,61,68,0,0
Samuel Morin\morinsa01,21,PHI,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,17:47,0,7,0,0
Josh Morrissey\morrijo04,21,WPG,D,82,6,14,20,6,38,3.7,5,1,0,3,14,0,0,99,1598,19:29,139,145,0,0
Joseph Morrow\morrojo02,24,BOS,D,17,0,1,1,-4,8,0.1,0,0,0,0,1,0,0,19,264,15:32,19,29,0,0
Tyler Motte\mottety01,21,CHI,LW,33,4,3,7,2,14,0.6,4,0,0,0,3,0,0,46,376,11:23,24,27,4,6
Matt Moulson\moulsma01,33,BUF,LW,81,14,18,32,-4,10,3.5,3,11,0,2,11,7,0,134,940,11:36,18,37,1,3
Mirco Mueller\muellmi01,21,SJS,D,4,1,1,2,2,0,0.5,1,0,0,0,1,0,0,3,38,9:36,3,2,0,0
Connor Murphy\murphco02,23,ARI,D,77,2,15,17,-13,45,2.5,1,0,1,1,15,0,0,81,1477,19:11,119,201,0,0
Ryan Murphy\murphry01,23,CAR,D,27,0,2,2,-11,8,-0.3,0,0,0,0,2,0,0,17,356,13:10,31,2,0,0
Ryan Murray\murrary01,23,CBJ,D,60,2,9,11,3,24,2.4,2,0,0,0,7,1,1,52,1100,18:20,96,23,0,0
Jake Muzzin\muzzija01,27,LAK,D,82,9,19,28,-21,46,5.4,5,4,0,1,13,6,0,184,1828,22:18,122,162,0,0
Tyler Myers\myersty01,26,WPG,D,11,2,3,5,5,13,1.2,2,0,0,0,2,0,1,16,244,22:12,21,12,0,0
Jakub Nakladal\naklaja01,29,CAR,D,3,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,3,44,14:30,4,2,0,0
Vladislav Namestnikov\namesvl01,24,TBL,C,74,10,18,28,-4,31,2.2,7,3,0,0,14,3,1,114,1094,14:47,31,72,209,271
Rick Nash\nashri01,32,NYR,RW,67,23,15,38,9,26,5,16,6,1,3,12,3,0,195,1103,16:28,35,63,0,1
Riley Nash\nashri02,27,BOS,C,81,7,10,17,-1,14,1,6,0,1,2,8,0,2,125,1118,13:48,36,67,276,286
James Neal\nealja01,29,NSH,RW,70,23,18,41,-10,35,4.6,18,5,0,5,10,8,0,202,1239,17:42,18,84,3,3
Chris Neil\neilch01,37,OTT,RW,53,1,3,4,-11,63,-0.6,1,0,0,0,3,0,0,42,401,7:34,20,108,0,0
Brock Nelson\nelsobr01,25,NYI,LW,81,20,25,45,-6,36,4.7,19,1,0,4,19,5,1,173,1268,15:39,48,50,346,445
Casey Nelson\nelsoca01,24,BUF,D,11,0,0,0,-3,4,-0.1,0,0,0,0,0,0,0,10,139,12:36,5,15,0,0
Patrik Nemeth\nemetpa01,24,DAL,D,40,0,3,3,-4,14,0.3,0,0,0,0,3,0,0,46,631,15:47,47,45,0,0
Aaron Ness\nessaa01,26,WSH,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,26,12:50,2,2,0,0
Nikita Nesterov\nesteni01,23,TOT,D,48,4,13,17,0,24,3.1,3,1,0,0,12,1,0,63,782,16:17,21,84,0,0
Andrej Nestrasil\nestran01,25,CAR,C,19,1,4,5,-3,2,0.2,1,0,0,0,4,0,0,27,207,10:54,6,10,3,7
Nino Niederreiter\niedeni01,24,MIN,RW,82,25,32,57,17,53,7.4,17,8,0,3,26,6,0,186,1236,15:04,20,120,0,1
Frans Nielsen\nielsfr01,32,DET,C,79,17,24,41,-19,18,3.6,11,4,2,0,13,11,0,162,1355,17:09,54,64,653,561
Matthew Nieto\nietoma01,24,TOT,LW,59,7,6,13,-12,8,0.4,7,0,0,1,5,0,1,85,881,14:55,34,40,2,4
Boo Nieves\nievecr01,23,NYR,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,12,11:44,1,0,3,7
Matt Niskanen\niskama01,30,WSH,D,78,5,34,39,20,32,7.4,4,1,0,2,25,8,1,154,1730,22:11,93,147,0,0
Stefan Noesen\noesest01,23,TOT,RW,44,8,2,10,6,24,1.6,8,0,0,0,2,0,0,63,490,11:08,10,50,26,41
Nelson Nogier\nogiene01,20,WPG,D,10,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,8,117,11:43,5,12,0,0
Jordan Nolan\nolanjo01,27,LAK,C,46,4,4,8,-3,44,0.5,4,0,0,0,4,0,0,39,499,10:51,7,62,2,4
Joakim Nordstrom\nordsjo02,24,CAR,LW,82,7,5,12,-12,17,0,6,0,1,2,5,0,0,104,1043,12:43,41,148,9,20
Tomas Nosek\nosekto01,24,DET,LW,11,1,0,1,-1,2,0,1,0,0,0,0,0,0,19,111,10:07,5,10,37,31
Ryan Nugent-Hopkins\nugenry01,23,EDM,C,82,18,25,43,-10,29,4,13,5,0,4,19,6,0,200,1451,17:42,35,47,556,712
Darnell Nurse\nurseda01,21,EDM,D,44,5,6,11,0,33,2.4,5,0,0,0,6,0,0,85,749,17:01,53,107,0,0
Markus Nutivaara\nutivma01,22,CBJ,D,66,2,5,7,7,6,2.2,2,0,0,0,5,0,0,66,872,13:13,38,36,0,0
Alexander Nylander\nylanal01,18,BUF,RW,4,0,1,1,-2,0,0,0,0,0,0,1,0,0,4,49,12:20,2,1,0,2
William Nylander\nylanwi01,20,TOR,C,81,22,39,61,-3,32,6.8,13,9,0,2,22,17,0,205,1297,16:01,16,25,49,73
Gustav Nyquist\nyquigu01,27,DET,RW,76,12,36,48,0,18,4.7,10,2,0,2,29,7,0,165,1325,17:26,20,54,4,1
Liam O'Brien\obrieli01,22,WSH,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6:08,0,1,0,0
Rob O'Gara\ogararo01,23,BOS,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,48,16:01,7,3,0,0
Daniel O'Regan\oregada01,23,SJS,C,3,1,0,1,-2,0,0.1,0,1,0,0,0,0,0,5,35,11:33,1,1,14,17
Cal O'Reilly\oreilca01,30,BUF,C,11,0,1,1,-6,0,-0.3,0,0,0,0,1,0,0,3,87,7:56,3,2,32,34
Ryan O'Reilly\oreilry01,25,BUF,C,72,20,35,55,-1,10,6,11,8,1,3,18,16,1,189,1545,21:28,45,21,1039,752
Johnny Oduya\oduyajo01,35,TOT,D,52,2,7,9,-4,18,1.4,2,0,0,0,7,0,0,37,950,18:16,123,29,0,0
Jordan Oesterle\oestejo01,24,EDM,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,35,17:17,3,2,0,0
Kyle Okposo\okposky01,28,BUF,RW,65,19,26,45,-7,24,5,12,7,0,2,10,16,0,156,1233,18:58,25,53,54,45
Jamie Oleksiak\oleksja01,24,DAL,D,41,5,2,7,-4,37,1.4,5,0,0,1,1,0,1,33,665,16:13,53,51,0,0
Steven Oleksy\oleksst01,30,PIT,D,11,0,1,1,2,24,0.3,0,0,0,0,1,0,0,11,151,13:42,19,20,0,0
